pali,thai
มหาวิชิโต,ทรงพระนามว่ามหาวิชิตะ
ปฏิสฺสุตฺวา,ทรงรับแล้ว
(วจนํ),ซึ่งคำ
พฺราหฺมณสฺส,ของพราหมณ์
ปุโรหิตสฺส,ผู้เป็นปุโรหิต
อิติ โข,ว่า
โภ,แน่ะท่านผู้เจริญ
เอวํ=สาธุ,ดีละ
ขตฺติยา,กษัตริย์ ท.
อานุยนฺตา,ผู้คล้อยตามอยู่
เนคมา เจว,ผู้มีปกติอยู่ในนิคมด้วยนั่นเทียว
ชานปทา จ,ผู้มีปกติอยู่ในชนบทด้วย
เย,เหล่าใด
(อตฺถิ),มีอยู่
ชนปเท,ในแว่นแคว้น
,ของพระราชา
ราชา,พระราชา
มหาวิชิโต,พระนามว่ามหาวิชิตะ
อามนฺเตสิ,รับสั่งให้เชิญมาแล้ว
เต (ขตฺติเย),ซึ่งกษัตริย์ ท. เหล่านั้น
อิติ,ว่า
โภ,แน่ะท่านผู้เจริญ ท.
อหํ,เรา
อิจฺฉามิ,ย่อมปรารถนา
ยชิตุํ,เพื่อจะบูชา
มหายญฺญํ,ซึ่งมหายัญ
ยํ (อนุชานนํ),ความร่วมมือใด
อสฺส=ภเวยฺย,พึงมี
หิตาย,เพื่อประโยชน์
สุขาย,เพื่อความสุข
มม,แก่เรา
ทีฆรตฺตํ,ตลอดกาลนาน
ภวนฺโต,ขอท่าน ท.
อนุชานนฺตุ,จงร่วมมือ
เม,กับเรา
,ในมหายัญนั้น
เต ขตฺติยา),กษัตริย์ ท. เหล่านั้น
(อาหํสุ),กราบทูลแล้ว
อิติ,ว่า
ภวํ ราชา,ขอพระราชาผู้เจริญ
ยชตํ= ยชตุ,โปรดทรงบูชา
ยญฺญํ,ซึ่งมหายัญ
มหาราช,ข้าแต่มหาราช
(อยํ กาโล),เวลานี้
ยญฺญกาโล,เป็นเวลาสำหรับบูชายัญ
(โหติ,)  ย่อมเป็น
อมจฺจา,สหายผู้เป็นที่รัก ท.
ปาริสชฺชา,ชนผู้เป็นราชบริพาร ท.
เนคมา เจว,ผู้มีปกติอยู่ในนิคมด้วยนั่นเทียว
ชานปทา จ,ผู้มีปกติอยู่ในชนบทด้วย
เย,เหล่าใด
(อตฺถิ),มีอยู่
ชนปเท,ในแว่นแคว้น
รญฺโญ,ของพระราชา
,...
พฺราหฺมณมหาสาลา,พราหมณ์มหาศาล ท.
เนคมา เจว,ผู้มีปกติอยู่ในนิคมด้วยนั่นเทียว
ชานปทา จ,ผู้มีปกติอยู่ในชนบทด้วย
เย,เหล่าใด
(อตฺถิ),มีอยู่
ชนปเท,ในแว่นแคว้น
รญฺโญ,ของพระราชา
,...
คหปติเนจยิกา,คหบดีผู้มั่งคั่ง ท.
เนคมา เจว,ผู้มีปกติอยู่ในนิคมด้วยนั่นเทียว
ชานปทา จ,ผู้มีปกติอยู่ในชนบทด้วย
เย,เหล่าใด
(อตฺถิ),มีอยู่
ชนปเท,ในแว่นแคว้น
รญฺโญ,ของพระราชา
ราชา,พระราชา
มหาวิชิโต,พระนามว่ามหาวิชิตะ
อามนฺเตสิ,ตรัสแล้ว
เต (คหปติเนจยิเก),กะคหบดีผู้มั่งคั่ง ท. เหล่านั้น
อิติ,ว่า
โภ,แน่ะท่านผู้เจริญ ท.
อหํ,เรา
อิจฺฉามิ,ย่อมปรารถนา
ยชิตุํ,เพื่อจะบูชา
มหายญฺญํ,ซึ่งมหายัญ
ยํ (อนุชานนํ),ความร่วมมือใด
,พึงมี
หิตาย,เพื่อประโยชน์
สุขาย,เพื่อความสุข
มม,แก่เรา
ทีฆรตฺตํ,ตลอดกาลนาน
ภวนฺโต,ขอท่าน ท.
อนุชานนฺตุ,จงร่วมมือ
เม,กับเรา
(ตสฺมึ,)  ในมหายัญนั้น
(เต คหปติเนจยิกา),คหบดีผู้มั่งคั่ง ท. เหล่านั้น
(อาหํสุ),กราบทูลแล้ว
อิติ,ว่า
ภวํราชา,ขอพระราชาผู้เจริญ
ยชตํ= ยชตุ,โปรดทรงบูชา
ยญฺญํ,ซึ่งมหายัญ
มหาราช,ข้าแต่มหาราช
(อยํ กาโล),เวลานี้
ยญฺญกาโล,เป็นเวลาสำหรับบูชายัญ
(โหติ,)  ย่อมเป็น
(ชนา),ชนท.
จตฺตาโร,๔ กลุ่ม
อิเม,เหล่านี้
,เป็นผู้คล้อยตาม
,เป็นบริวาร
ยญฺญสฺส,แห่งยัญ
ตสฺเสว,นั้นนั่นเทียว
ภวนฺติ,ย่อมเป็น
อิติ,ด้วยประการฉะนี้.
อฏฺฐปริกฺขาร,บริวาร  ๘  ประการ
,[๓๔๐]
ราชา,พระราชา
มหาวิชิโต,พระนามว่ามหาวิชิตะ
สมนฺนาคโต,ทรงเป็นผู้ประกอบแล้ว
องฺเคหิ,ด้วยคุณลักษณะ
อฏฺฐหิ,๘ ประการ
(โหติ),ย่อมเป็น คือ
สุชาโต,ทรงเป็นผู้กำเกิดดี
อุภโต,โดยทั้ง ๒ ฝ่าย
มาติโต จ,ทั้งโดยฝ่ายพระมารดา
ปิติโต จ,ทั้งโดยฝ่ายพระบิดา
สํสุทฺธคหณิโก,ทรงเป็นผู้มีครรภ์เป็นที่ถือปฏิสนธิหมดจดดี
ยาว สตฺตมา ปิตามหยุคา,ตลอด ๗  ชั่วคน
อกฺขิตฺโต,ทรงเป็นผู้ไม่มีใครจะดูถูกได้
อนุปกฺกุฏฺโฐ,ทรงเป็นผู้ไม่มีใครติเตียนได้
ชาติวาเทน,ด้วยการกล่าวอ้างถึงชาติตระกูล
(โหติ),ย่อมเป็น
,(๑)
อภิรูโป,ทรงเป็นผู้มีรูปงามยิ่งกว่าเหล่ามนุษย์อื่น ๆ
ทสฺสนีโย,ทรงเป็นผู้น่าดู
